text,label
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ??1.50 SP:Tyrone,spam
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
"Mah b, I'll pick it up tomorrow",ham
You know what hook up means right?,ham
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,ham
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,ham
"Sorry, I'll call later",ham
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
Congratulations ur awarded either ??500 of CD gift vouchers & Free entry 2 our ??100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,ham
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
Have you seen who's back at Holby?!,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
I'm at home. Please call,ham
Yupz... I've oredi booked slots 4 my weekends liao... ,ham
"You aren't coming home between class, right? I need to work out and shower!",ham
Dunno y u ask me.,ham
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,ham
"Thursday night? Yeah, sure thing, we'll work it out then",ham
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam
U buy newspapers already?,ham
Man this bus is so so so slow. I think you're gonna get there before me,ham
"Ok, be careful ! Don't text and drive !",ham
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham
"U so lousy, run already come back then half dead... Hee...",ham
"Yup. Anything lor, if u dun wan it's ok...",ham
Hey. You got any mail?,ham
U meet other fren dun wan meet me ah... Muz b a guy rite...,ham
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",ham
Yup i'm elaborating on the safety aspects and some other issues..,ham
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or ??10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,ham
Ok i juz receive..,ham
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",ham
Why de. You looking good only:-)..,ham
I might go 2 sch. Yar at e salon now v boring.,ham
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham
K come to nordstrom when you're done,ham
"I'm back &amp; we're packing the car now, I'll let you know if there's room",ham
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,ham
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam
I am taking you for italian food. How about a pretty dress with no panties? :),ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",ham
"Yes but i dont care! I need you bad, princess!",ham
Ladies first and genus second k .,ham
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam
Watching tv now. I got new job :),ham
WINNER!! As a valued network customer you have been selected to receivea ??900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
Hey gals...U all wanna meet 4 dinner at n??te? ,ham
Haha... They cant what... At the most tmr forfeit... haha so how?,ham
Thank you princess! I want to see your nice juicy booty...,ham
Hi:)cts employee how are you?,ham
I am on the way to tirupur.,ham
Mm have some kanji dont eat anything heavy ok,ham
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",ham
If he started searching he will get job in few days.he have great potential and talent.,ham
At home by the way,ham
Nt yet chikku..simple habba..hw abt u?,ham
"Aight, I'll ask a few of my roommates",ham
Er mw im filled tuth is aight,ham
"Just wondering, the others just took off",ham
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham
Why didn't u call on your lunch?,ham
Where r e meeting tmr?,ham
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
I dont want to hear philosophy. Just say what happen,ham
"As usual..iam fine, happy &amp; doing well..:)",ham
Hahaha..use your brain dear,ham
"Goodmorning, Today i am late for  &lt;#&gt; min.",ham
I not busy juz dun wan 2 go so early.. Hee.. ,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a ??800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham
Rofl betta invest in some  anti aging products,ham
83039 62735=??450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam
"Sorry, I'll call later",ham
Forgot to tell ?_ smth.. Can ?_ like number the sections so that it's clearer..,ham
Yes.i'm in office da:),ham
Taka lor. Wat time u wan 2 come n look 4 us?,ham
K..k..i'm also fine:)when will you complete the course?,ham
Thx. All will be well in a few months,ham
.Please charge my mobile when you get up in morning.,ham
Sorry i missed your call. Can you please call back.,ham
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham
Can a not?,ham
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,ham
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",ham
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",ham
"I'm in solihull, | do you want anything?",ham
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ham
I'm in office now . I will call you  &lt;#&gt;  min:),ham
I was at bugis juz now wat... But now i'm walking home oredi... ?? so late then reply... I oso saw a top dat i like but din buy... Where r ?_ now? ,ham
I'm vivek:)i got call from your number.,ham
R we going with the  &lt;#&gt;  bus?,ham
Wat u doing there?,ham
I have lost 10 kilos as of today!,ham
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
I've sent ?_ my part..,ham
No. Thank you. You've been wonderful,ham
Wife.how she knew the time of murder exactly,ham
Po de :-):):-):-):-). No need job aha.,ham
I liked the new mobile,ham
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham
Good. Good job. I like entrepreneurs,ham
Nt joking seriously i told,ham
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a ??800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,spam
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,ham
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam
What does the dance river do?,ham
"Sorry,in meeting I'll call later",ham
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham
Good Morning my Dear........... Have a great &amp; successful day.,ham
You're gonna have to be way more specific than that,ham
No:-)i got rumour that you going to buy apartment in chennai:-),ham
Ok then i come n pick u at engin?,ham
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,spam
You call him and tell now infront of them. Call him now.,ham
Yeah but which is worse for i,ham
As usual u can call me ard 10 smth.,ham
Still i have not checked it da. . .,ham
I keep ten rs in my shelf:) buy two egg.,ham
U know we watchin at lido?,ham
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at ??350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam
"That means you got an A in epi, she.s fine. She.s here now.",ham
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,ham
"Yeah sure, give me a couple minutes to track down my wallet",ham
"Found it, ENC  &lt;#&gt; , where you at?",ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
Am okay. Will soon be over. All the best,ham
Text her. If she doesnt reply let me know so i can have her log in,ham
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save ??s with Free texts/weekend calls. Text YES for a callback orno to opt out,spam
Yes :)it completely in out of form:)clark also utter waste.,ham
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",ham
* Am on my way,ham
"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",ham
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ham
I havent add ?_ yet right.. ,ham
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ??1000 cash or ??5000 prize!,spam
He is world famamus....,ham
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham
"It could work, we'll reach a consensus at the next meeting",ham
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham
"Ok., is any problem to u frm him? Wats matter?",ham
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,ham
Ok... I din get ur msg...,ham
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",ham
Tell rob to mack his gf in the theater,ham
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham
Now thats going to ruin your thesis!,ham
I think its far more than that but find out. Check google maps for a place from your dorm.,ham
Yunny i'm walking in citylink now ?_ faster come down... Me very hungry...,ham
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
Well i will watch shrek in 3D!!B),ham
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",ham
"Fuuuuck I need to stop sleepin, sup",ham
"Come to mu, we're sorting out our narcotics situation",ham
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
O ic lol. Should play 9 doors sometime yo,ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham
"Haha better late than ever, any way I could swing by?",ham
Hmm .. Bits and pieces lol ... *sighs* ...,ham
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ham
Then wat r u doing now? Busy wif work?,ham
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam
We stopped to get ice cream and will go back after,ham
"Pity, * was in mood for that. So...any other suggestions?",ham
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham
my ex-wife was not able to have kids. Do you want kids one day?,ham
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn??t make ur b??day 2 hun!",ham
Hope you are having a great day.,ham
I could ask carlos if we could get more if anybody else can chip in,ham
That's my honeymoon outfit. :),ham
All e best 4 ur exam later.,ham
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",ham
"Just making dinner, you ?",ham
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
No..few hours before.went to hair cut .,ham
Ok cool. See ya then.,ham
Anything lor. Juz both of us lor.,ham
I'm awake oh. What's up.,ham
Oh dang! I didn't mean o send that to you! Lol!,ham
No. I.ll meet you in the library,ham
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",ham
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,ham
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham
Still chance there. If you search hard you will get it..let have a try :),ham
You are a winner U have been specially selected 2 receive ??1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam
I have no idea where you are,ham
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,ham
How i noe... Did ?_ specify da domain as nusstu... ?? still in sch...,ham
You'd like that wouldn't you? Jerk!,ham
HELLO PEACH! MY CAKE TASTS LUSH!,ham
I re-met alex nichols from middle school and it turns out he's dealing!,ham
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",ham
As a Registered Subscriber yr draw 4 a ??100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam
"Oops, I'll let you know when my roommate's done",ham
You have got tallent but you are wasting.,ham
Do you think i can move  &lt;#&gt;  in a week,ham
Thanks for loving me so. You rock,ham
Am also doing in cbe only. But have to pay.,ham
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
Did u receive my msg?,ham
I walked an hour 2 c u! doesn??t that show I care y wont u believe im serious?,ham
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp ??1.50/msg,spam
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,ham
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",ham
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham
I'm in office now da:)where are you?,ham
When you guys planning on coming over?,ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam
You in your room? I need a few,ham
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",ham
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham
I though we shd go out n have some fun so bar in town or something ‰?? sound ok?,ham
But if she.s drinkin i'm ok.,ham
"I think we're going to finn's now, come",ham
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,ham
(That said can you text him one more time?),ham
Cos i want it to be your thing,ham
There is a first time for everything :),ham
"Think ur smart ? Win ??200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam
My drive can only be read. I need to write,ham
Wot about on wed nite I am 3 then but only til 9!,ham
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham
Phony ??350 award - Todays Voda numbers ending XXXX are selected to receive a ??350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham
"That's what I love to hear :V see you sundayish, then",ham
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ??33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
Just finished eating. Got u a plate. NOT leftovers this time.,ham
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham
"Could you not read me, my Love ? I answered you",ham
All e best 4 ur driving tmr :-),ham
My exam is for february 4. Wish you a great day.,ham
How was txting and driving,ham
Ok... Then r we meeting later?,ham
"How about clothes, jewelry, and trips?",ham
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
The bus leaves at  &lt;#&gt; ,ham
Is there coming friday is leave for pongal?do you get any news from your work place.,ham
Dude got a haircut. Now its breezy up there,ham
HMM yeah if your not too grooved out! And im looking forward to my pound special :),ham
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham
Mm i am on the way to railway,ham
I will reach ur home in  &lt;#&gt;  minutes,ham
Whos this am in class:-),ham
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",ham
You see the requirements please,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
You still around? I could use a half-8th,ham
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham
"Goodmorning,my grandfather expired..so am on leave today.",ham
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham
When did dad get back.,ham
On ma way to school. Can you pls send me ashley's number,ham
You have 1 new voicemail. Please call 08719181513.,spam
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham
Hope you are having a good week. Just checking in,ham
Anything lor is she coming?,ham
What class of  &lt;#&gt;  reunion?,ham
"Theoretically yeah, he could be able to come",ham
"K, can I pick up another 8th when you're done?",ham
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,ham
Just buy a pizza. Meat lovers or supreme. U get to pick.,ham
Do you know where my lab goggles went,ham
I have to take exam with in march 3,ham
"It's fine, imma get a drink or somethin. Want me to come find you?",ham
I think steyn surely get one wicket:),ham
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham
I'm really not up to it still tonight babe,ham
You do what all you like,ham
Lolnice. I went from a fish to ..water.?,ham
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,ham
Thank You meet you monday,ham
"Hmph. Go head, big baller.",ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,spam
You should get more chicken broth if you want ramen unless there's some I don't know about,ham
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls??1/minMobsmoreLKPOBOX177HP51FL,ham
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham
Howz pain?hope u r fine..,ham
&lt;#&gt;  am I think? Should say on syllabus,ham
Also maaaan are you missing out,ham
"URGENT! Your mobile number *************** WON a ??2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam
Mm you ask him to come its enough :-),ham
"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",ham
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,ham
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
I'm not sure if its still available though,ham
No plans yet. What are you doing ?,ham
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam
Gud mrng dear have a nice day,ham
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
Minimum walk is 3miles a day.,ham
Huh y lei...,ham
Then why you came to hostel.,ham
"Y cant u try new invention to fly..i'm not joking.,",ham
Pls i wont belive god.not only jesus.,ham
Yes :)it completely in out of form:)clark also utter waste.,ham
Are you there in room.,ham
"U can WIN ??100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
WIN a ??200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 ??1.50perweeksub.,spam
Ya very nice. . .be ready on thursday,ham
Is xy going 4 e lunch?,ham
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham
When u wana see it then,ham
"I think I‰??m waiting for the same bus! Inform me when you get there, if you ever get there.",ham
"Good! No, don‰??t need any receipts‰??well done! (‰?_) Yes, please tell . What‰??s her number, i could ring her",ham
Ok lor. Msg me b4 u call.,ham
Horrible gal. Me in sch doing some stuff. How come u got mc?,ham
Nope thats fine. I might have a nap tho! ,ham
Where r we meeting?,ham
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham
Draw va?i dont think so:),ham
Dunno lei... I might b eatin wif my frens... If ?_ wan to eat then i wait 4 ?_ lar,ham
K I'll call you when I'm close,ham
U still painting ur wall?,ham
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham
Sent me de webadres for geting salary slip,ham
?? come lt 25 n pass to me lar,ham
"Fair enough, anything going on?",ham
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,ham
Hi. I'm always online on yahoo and would like to chat with you someday,ham
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or ??250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
This pain couldn't have come at a worse time.,ham
The hair cream has not been shipped.,ham
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam
Todays Voda numbers ending 1225 are selected to receive a ??50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,spam
ok....take care.umma to you too...,ham
I'm really sorry I lit your hair on fire,ham
G wants to know where the fuck you are,ham
Don know..wait i will check it.,ham
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ham
"Yeah, probably here for a while",ham
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,ham
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
I cant pick the phone right now. Pls send a message,ham
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham
I love to wine and dine my lady!,ham
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham
Good morning pookie pie! Lol hope I didn't wake u up,ham
Love it! I want to flood that pretty pussy with cum...,ham
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
Networking technical support associate.,ham
Urgent Ur ??500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 ??1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham
I liked your new house,ham
74355 XMAS iscoming & ur awarded either ??500 CD gift vouchers & free entry 2 r ??100 weekly draw txt MUSIC to 87066 TnC,spam
"You've won tkts to the EURO2004 CUP FINAL or ??800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
FreeMsg>FAV XMAS TONES!Reply REAL,spam
When/where do I pick you up,ham
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham
